start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1779089700,1779089760,2026-05-18T07:35:00+00:00,2026-05-18T07:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1779089760,1779089820,2026-05-18T07:36:00+00:00,2026-05-18T07:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1779089820,1779089880,2026-05-18T07:37:00+00:00,2026-05-18T07:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1779089880,1779089940,2026-05-18T07:38:00+00:00,2026-05-18T07:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1779089940,1779090000,2026-05-18T07:39:00+00:00,2026-05-18T07:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090000,1779090060,2026-05-18T07:40:00+00:00,2026-05-18T07:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090060,1779090120,2026-05-18T07:41:00+00:00,2026-05-18T07:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090120,1779090180,2026-05-18T07:42:00+00:00,2026-05-18T07:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090180,1779090240,2026-05-18T07:43:00+00:00,2026-05-18T07:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090240,1779090300,2026-05-18T07:44:00+00:00,2026-05-18T07:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090300,1779090360,2026-05-18T07:45:00+00:00,2026-05-18T07:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090360,1779090420,2026-05-18T07:46:00+00:00,2026-05-18T07:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090420,1779090480,2026-05-18T07:47:00+00:00,2026-05-18T07:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090480,1779090540,2026-05-18T07:48:00+00:00,2026-05-18T07:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090540,1779090600,2026-05-18T07:49:00+00:00,2026-05-18T07:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090600,1779090660,2026-05-18T07:50:00+00:00,2026-05-18T07:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090660,1779090720,2026-05-18T07:51:00+00:00,2026-05-18T07:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090720,1779090780,2026-05-18T07:52:00+00:00,2026-05-18T07:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090780,1779090840,2026-05-18T07:53:00+00:00,2026-05-18T07:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090840,1779090900,2026-05-18T07:54:00+00:00,2026-05-18T07:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090900,1779090960,2026-05-18T07:55:00+00:00,2026-05-18T07:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1779090960,1779091020,2026-05-18T07:56:00+00:00,2026-05-18T07:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091020,1779091080,2026-05-18T07:57:00+00:00,2026-05-18T07:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091080,1779091140,2026-05-18T07:58:00+00:00,2026-05-18T07:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091140,1779091200,2026-05-18T07:59:00+00:00,2026-05-18T08:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091200,1779091260,2026-05-18T08:00:00+00:00,2026-05-18T08:01:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,760.0,9.0,0.0,760.0,760.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779091200,1779091260,2026-05-18T08:00:00+00:00,2026-05-18T08:01:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,14.0,6.0,0.0,14.0,1.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1779091200,1779091260,2026-05-18T08:00:00+00:00,2026-05-18T08:01:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,22.0,48.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
1779091260,1779091320,2026-05-18T08:01:00+00:00,2026-05-18T08:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091320,1779091380,2026-05-18T08:02:00+00:00,2026-05-18T08:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091380,1779091440,2026-05-18T08:03:00+00:00,2026-05-18T08:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091440,1779091500,2026-05-18T08:04:00+00:00,2026-05-18T08:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091500,1779091560,2026-05-18T08:05:00+00:00,2026-05-18T08:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091560,1779091620,2026-05-18T08:06:00+00:00,2026-05-18T08:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091620,1779091680,2026-05-18T08:07:00+00:00,2026-05-18T08:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091680,1779091740,2026-05-18T08:08:00+00:00,2026-05-18T08:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091740,1779091800,2026-05-18T08:09:00+00:00,2026-05-18T08:10:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,8820.0,115.0,5248.0,3572.0,3572.0,115.0,5248.0,0.0,0.0,0.0,0.0,0.0,0.0
1779091740,1779091800,2026-05-18T08:09:00+00:00,2026-05-18T08:10:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,5.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,158.0,514.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0
1779091740,1779091800,2026-05-18T08:09:00+00:00,2026-05-18T08:10:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,160.0,56.0,0.0,160.0,4.0,56.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0
1779091800,1779091860,2026-05-18T08:10:00+00:00,2026-05-18T08:11:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,75.0,237.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0
1779091800,1779091860,2026-05-18T08:10:00+00:00,2026-05-18T08:11:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,2789.0,26.0,2688.0,101.0,101.0,26.0,2688.0,0.0,0.0,0.0,0.0,0.0,0.0
1779091800,1779091860,2026-05-18T08:10:00+00:00,2026-05-18T08:11:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,25.0,11.0,0.0,25.0,1.0,11.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
1779091860,1779091920,2026-05-18T08:11:00+00:00,2026-05-18T08:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091920,1779091980,2026-05-18T08:12:00+00:00,2026-05-18T08:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1779091980,1779092040,2026-05-18T08:13:00+00:00,2026-05-18T08:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092040,1779092100,2026-05-18T08:14:00+00:00,2026-05-18T08:15:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,76.0,21.0,0.0,76.0,3.0,21.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
1779092040,1779092100,2026-05-18T08:14:00+00:00,2026-05-18T08:15:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,91.0,230.0,0.0,91.0,91.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0
1779092040,1779092100,2026-05-18T08:14:00+00:00,2026-05-18T08:15:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,5910.0,58.0,2432.0,3478.0,3478.0,58.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092100,1779092160,2026-05-18T08:15:00+00:00,2026-05-18T08:16:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,9.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,201.0,576.0,0.0,201.0,201.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0
1779092100,1779092160,2026-05-18T08:15:00+00:00,2026-05-18T08:16:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,5.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,134.0,37.0,0.0,134.0,5.0,37.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0
1779092100,1779092160,2026-05-18T08:15:00+00:00,2026-05-18T08:16:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,7.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,20632.0,214.0,19328.0,1304.0,1304.0,214.0,19328.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092160,1779092220,2026-05-18T08:16:00+00:00,2026-05-18T08:17:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,85.0,310.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0
1779092220,1779092280,2026-05-18T08:17:00+00:00,2026-05-18T08:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092280,1779092340,2026-05-18T08:18:00+00:00,2026-05-18T08:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092340,1779092400,2026-05-18T08:19:00+00:00,2026-05-18T08:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092400,1779092460,2026-05-18T08:20:00+00:00,2026-05-18T08:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092460,1779092520,2026-05-18T08:21:00+00:00,2026-05-18T08:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092520,1779092580,2026-05-18T08:22:00+00:00,2026-05-18T08:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1779092580,1779092640,2026-05-18T08:23:00+00:00,2026-05-18T08:24:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,97.0,291.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0
1779092580,1779092640,2026-05-18T08:23:00+00:00,2026-05-18T08:24:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,88.0,23.0,0.0,88.0,2.0,23.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0
1779092580,1779092640,2026-05-18T08:23:00+00:00,2026-05-18T08:24:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,6152.0,70.0,2432.0,3720.0,3720.0,70.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092640,1779092700,2026-05-18T08:24:00+00:00,2026-05-18T08:25:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,73.0,229.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0
1779092640,1779092700,2026-05-18T08:24:00+00:00,2026-05-18T08:25:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,2895.0,24.0,2816.0,79.0,79.0,24.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092640,1779092700,2026-05-18T08:24:00+00:00,2026-05-18T08:25:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,23.0,7.0,0.0,23.0,1.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
1779092700,1779092760,2026-05-18T08:25:00+00:00,2026-05-18T08:26:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,6184.0,91.0,5120.0,1064.0,1064.0,91.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092700,1779092760,2026-05-18T08:25:00+00:00,2026-05-18T08:26:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,6.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,161.0,415.0,0.0,161.0,161.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0
1779092700,1779092760,2026-05-18T08:25:00+00:00,2026-05-18T08:26:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,7.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,387.0,209.0,0.0,387.0,7.0,209.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0
1779092760,1779092820,2026-05-18T08:26:00+00:00,2026-05-18T08:27:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,6.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,17097.0,263.0,13696.0,3401.0,3401.0,263.0,13696.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092760,1779092820,2026-05-18T08:26:00+00:00,2026-05-18T08:27:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,12.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,401.0,1176.0,0.0,401.0,401.0,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,0.0
1779092760,1779092820,2026-05-18T08:26:00+00:00,2026-05-18T08:27:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,9.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,472.0,180.0,0.0,472.0,9.0,180.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0
1779092820,1779092880,2026-05-18T08:27:00+00:00,2026-05-18T08:28:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,17.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,512.0,1384.0,0.0,512.0,512.0,0.0,0.0,0.0,0.0,1384.0,0.0,0.0,0.0
1779092820,1779092880,2026-05-18T08:27:00+00:00,2026-05-18T08:28:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,12.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,561.0,248.0,0.0,561.0,12.0,248.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0
1779092820,1779092880,2026-05-18T08:27:00+00:00,2026-05-18T08:28:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,8.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,24793.0,333.0,20736.0,4057.0,4057.0,333.0,20736.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092880,1779092940,2026-05-18T08:28:00+00:00,2026-05-18T08:29:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,3238.0,18.0,3200.0,38.0,38.0,18.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0
1779092880,1779092940,2026-05-18T08:28:00+00:00,2026-05-18T08:29:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,111.0,26.0,0.0,111.0,2.0,26.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0
1779092880,1779092940,2026-05-18T08:28:00+00:00,2026-05-18T08:29:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,30.0,104.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0
1779092940,1779093000,2026-05-18T08:29:00+00:00,2026-05-18T08:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093000,1779093060,2026-05-18T08:30:00+00:00,2026-05-18T08:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093060,1779093120,2026-05-18T08:31:00+00:00,2026-05-18T08:32:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,94.0,310.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0
1779093060,1779093120,2026-05-18T08:31:00+00:00,2026-05-18T08:32:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,3297.0,32.0,1792.0,1505.0,1505.0,32.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093060,1779093120,2026-05-18T08:31:00+00:00,2026-05-18T08:32:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,47.0,17.0,0.0,47.0,2.0,17.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
1779093120,1779093180,2026-05-18T08:32:00+00:00,2026-05-18T08:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093180,1779093240,2026-05-18T08:33:00+00:00,2026-05-18T08:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093240,1779093300,2026-05-18T08:34:00+00:00,2026-05-18T08:35:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,15.0,5.0,0.0,15.0,1.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1779093300,1779093360,2026-05-18T08:35:00+00:00,2026-05-18T08:36:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,94.0,273.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0
1779093300,1779093360,2026-05-18T08:35:00+00:00,2026-05-18T08:36:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,23.0,10.0,0.0,23.0,1.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
1779093300,1779093360,2026-05-18T08:35:00+00:00,2026-05-18T08:36:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,3295.0,32.0,2432.0,863.0,863.0,32.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093360,1779093420,2026-05-18T08:36:00+00:00,2026-05-18T08:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093420,1779093480,2026-05-18T08:37:00+00:00,2026-05-18T08:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093480,1779093540,2026-05-18T08:38:00+00:00,2026-05-18T08:39:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,120.0,377.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0
1779093480,1779093540,2026-05-18T08:38:00+00:00,2026-05-18T08:39:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,99.0,22.0,0.0,99.0,4.0,22.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
1779093480,1779093540,2026-05-18T08:38:00+00:00,2026-05-18T08:39:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,5972.0,94.0,4864.0,1108.0,1108.0,94.0,4864.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093540,1779093600,2026-05-18T08:39:00+00:00,2026-05-18T08:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093600,1779093660,2026-05-18T08:40:00+00:00,2026-05-18T08:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093660,1779093720,2026-05-18T08:41:00+00:00,2026-05-18T08:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093720,1779093780,2026-05-18T08:42:00+00:00,2026-05-18T08:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1779093780,1779093840,2026-05-18T08:43:00+00:00,2026-05-18T08:44:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,79.0,263.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0
1779093780,1779093840,2026-05-18T08:43:00+00:00,2026-05-18T08:44:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,64.0,11.0,0.0,64.0,3.0,11.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
1779093780,1779093840,2026-05-18T08:43:00+00:00,2026-05-18T08:44:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,3274.0,30.0,1792.0,1482.0,1482.0,30.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093840,1779093900,2026-05-18T08:44:00+00:00,2026-05-18T08:45:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,4.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,100.0,291.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0
1779093840,1779093900,2026-05-18T08:44:00+00:00,2026-05-18T08:45:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,2.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,42.0,14.0,0.0,42.0,2.0,14.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
1779093840,1779093900,2026-05-18T08:44:00+00:00,2026-05-18T08:45:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,6826.0,63.0,4864.0,1962.0,1962.0,63.0,4864.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093900,1779093960,2026-05-18T08:45:00+00:00,2026-05-18T08:46:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-transcribe,False,default,23.0,9.0,0.0,23.0,1.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
1779093900,1779093960,2026-05-18T08:45:00+00:00,2026-05-18T08:46:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,3.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-tts,False,default,73.0,237.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0
1779093900,1779093960,2026-05-18T08:45:00+00:00,2026-05-18T08:46:00+00:00,proj_2E6yCSH46Fc9qBlxgkol9UdB,1.0,user-3vtwIVZmoNlTw4iEHY0XChbE,key_MgAsklpxIK6cvzbY,gpt-4o-mini-2024-07-18,False,default,3592.0,24.0,3456.0,136.0,136.0,24.0,3456.0,0.0,0.0,0.0,0.0,0.0,0.0
1779093960,1779094020,2026-05-18T08:46:00+00:00,2026-05-18T08:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1779094020,1779094080,2026-05-18T08:47:00+00:00,2026-05-18T08:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1779094080,1779094140,2026-05-18T08:48:00+00:00,2026-05-18T08:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1779094140,1779094200,2026-05-18T08:49:00+00:00,2026-05-18T08:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1779094200,1779094260,2026-05-18T08:50:00+00:00,2026-05-18T08:51:00+00:00,,,,,,,,,,,,,,,,,,,,
